ssn,age,education,marital-status,relationship,sex,income
265-90-9090,19.0,5th-6th,,Not-in-family,Male,>50K
058-10-8108,,HS-grad,Never-married,,Male,>50K
662-10-0736,,,Married-civ-spouse,Husband,,<=50K
946-74-4470,35.0,,Never-married,,,<=50K
758-66-0932,48.0,,Never-married,Not-in-family,,
669-90-1719,32.0,HS-grad,Never-married,,,<=50K
408-50-7370,50.0,,Never-married,Own-child,,<=50K
468-76-5355,41.0,Some-college,,Unmarried,,
375-55-2825,33.0,Some-college,Married-civ-spouse,,Male,
442-78-2554,47.0,Some-college,Divorced,Not-in-family,Male,<=50K
719-13-3905,35.0,,Married-civ-spouse,Husband,,
938-66-7075,28.0,11th,Married-civ-spouse,Husband,,
096-09-9508,35.0,,Never-married,Own-child,Male,
656-08-1080,45.0,,Never-married,Not-in-family,Female,
850-42-9974,31.0,Bachelors,Married-civ-spouse,Husband,Male,
509-82-8009,24.0,Some-college,Never-married,Own-child,Female,
442-19-9016,29.0,,Never-married,,,
675-27-6412,30.0,,Married-civ-spouse,Wife,,
492-41-4004,21.0,HS-grad,,Husband,Female,<=50K
775-49-1399,26.0,,Married-spouse-absent,Not-in-family,Female,<=50K
216-49-2628,35.0,HS-grad,Separated,Not-in-family,,<=50K
510-56-5110,32.0,Assoc-acdm,Married-civ-spouse,Husband,,
990-97-0514,18.0,11th,Never-married,Own-child,,<=50K
591-61-5478,43.0,HS-grad,,,,
912-00-8598,38.0,Masters,Married-civ-spouse,,Male,<=50K
550-12-2849,34.0,HS-grad,Married-civ-spouse,,,
760-90-2947,23.0,Bachelors,Never-married,Not-in-family,,<=50K
198-21-8673,33.0,Bachelors,Married-civ-spouse,Husband,,<=50K
039-49-6314,29.0,HS-grad,Separated,Not-in-family,Female,
646-77-5183,52.0,HS-grad,Divorced,Not-in-family,,<=50K
541-95-3316,52.0,Bachelors,,Husband,,>50K
993-42-7517,24.0,,Married-spouse-absent,Not-in-family,,<=50K
689-80-3439,50.0,HS-grad,Married-civ-spouse,Husband,,
617-01-4741,,,Married-civ-spouse,Husband,,<=50K
410-96-4373,56.0,,Married-civ-spouse,Husband,,
060-22-7272,23.0,Some-college,Never-married,Not-in-family,Male,
149-96-9287,52.0,,Divorced,Not-in-family,,<=50K
734-64-3733,53.0,7th-8th,Married-civ-spouse,,Male,
868-42-7517,37.0,,,Unmarried,Male,<=50K
296-62-1621,28.0,,Never-married,Not-in-family,Male,<=50K
013-60-5651,63.0,,Married-civ-spouse,Husband,Male,
189-58-8451,74.0,,Married-civ-spouse,Husband,,>50K
541-00-1227,17.0,HS-grad,,Own-child,Male,
568-12-0392,25.0,9th,Married-civ-spouse,,,
638-75-9213,23.0,,Married-civ-spouse,,,
880-46-6829,31.0,HS-grad,,Wife,Female,<=50K
336-17-9360,32.0,Prof-school,Married-civ-spouse,Husband,Male,>50K
518-12-0392,34.0,Some-college,Married-civ-spouse,,Male,>50K
771-59-0908,21.0,,Married-civ-spouse,Husband,,<=50K
712-19-2873,45.0,,Married-civ-spouse,Husband,Male,<=50K
734-45-9458,42.0,Some-college,,Other-relative,,<=50K
990-72-4814,48.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
899-69-2873,46.0,Some-college,Divorced,Unmarried,Female,
259-27-5184,44.0,HS-grad,Divorced,Not-in-family,,<=50K
191-73-8329,36.0,HS-grad,,Husband,Male,
281-38-8206,41.0,,Married-civ-spouse,Husband,Female,
801-13-6362,31.0,Bachelors,Married-civ-spouse,Husband,Male,
563-35-9950,,Masters,Never-married,Own-child,Female,<=50K
350-36-8550,23.0,Some-college,Never-married,Own-child,Male,
306-72-6043,50.0,HS-grad,Married-civ-spouse,Wife,,<=50K
041-18-5503,27.0,HS-grad,Never-married,Not-in-family,,
141-06-2653,32.0,Some-college,Married-civ-spouse,,,<=50K
871-68-3045,64.0,,Married-civ-spouse,Husband,,<=50K
928-40-9089,21.0,Some-college,Never-married,Not-in-family,Male,
754-02-3340,55.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
862-25-4298,34.0,11th,Married-civ-spouse,Husband,,
614-37-3463,33.0,,,Husband,Female,<=50K
266-36-9778,50.0,,Married-civ-spouse,Husband,Male,<=50K
284-95-0859,58.0,,Married-civ-spouse,,Male,>50K
239-31-2039,36.0,HS-grad,Married-civ-spouse,Husband,,<=50K
259-88-9434,49.0,7th-8th,Married-civ-spouse,Husband,Male,<=50K
090-07-9852,45.0,,Married-civ-spouse,,Male,>50K
450-73-7100,65.0,Some-college,Widowed,Not-in-family,Female,<=50K
642-07-6166,,Some-college,Married-civ-spouse,Wife,,<=50K
070-76-1670,53.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
489-52-7026,47.0,,Never-married,,,
212-16-2161,29.0,HS-grad,Married-civ-spouse,Husband,,<=50K
109-70-5159,35.0,Bachelors,Married-civ-spouse,Husband,,
409-15-2333,45.0,Bachelors,,,,
540-07-9852,33.0,HS-grad,Married-civ-spouse,,Male,<=50K
140-17-1990,30.0,Assoc-acdm,Never-married,Not-in-family,Female,
845-79-2382,42.0,,Never-married,Not-in-family,Female,<=50K
493-02-8255,38.0,Bachelors,Married-civ-spouse,Husband,,
982-58-5994,27.0,HS-grad,Never-married,Not-in-family,,<=50K
182-00-2456,41.0,Some-college,,Own-child,,<=50K
031-05-0368,39.0,HS-grad,Divorced,Unmarried,,<=50K
655-95-8230,35.0,,Separated,Not-in-family,Female,<=50K
122-78-8697,29.0,Some-college,Never-married,,Male,
068-61-1793,55.0,,,Husband,Male,
534-45-9458,38.0,HS-grad,Divorced,Not-in-family,Male,
209-33-6609,25.0,HS-grad,Married-civ-spouse,,Male,<=50K
354-76-0441,27.0,Bachelors,Never-married,Not-in-family,,<=50K
302-57-9852,35.0,Masters,Divorced,Not-in-family,Male,<=50K
154-72-9729,,Bachelors,Separated,Unmarried,Female,
839-89-5576,18.0,11th,,Own-child,Male,
297-54-2997,44.0,Masters,Married-civ-spouse,Husband,,<=50K
741-83-0466,33.0,,Married-civ-spouse,Husband,,<=50K
459-09-0908,40.0,,Married-civ-spouse,Husband,,
949-29-3610,45.0,Masters,Divorced,Not-in-family,Female,<=50K
279-88-3292,54.0,Masters,Married-civ-spouse,Husband,,<=50K
155-49-7542,20.0,10th,,Own-child,Female,<=50K
709-76-6584,,Assoc-acdm,,Wife,Female,>50K
746-77-5183,55.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
961-60-9335,19.0,,,Own-child,,<=50K
822-05-1596,62.0,,Married-civ-spouse,Husband,Female,<=50K
646-92-8746,34.0,Bachelors,Married-civ-spouse,,Female,
803-47-0515,34.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
847-02-0883,44.0,Assoc-acdm,,,Male,<=50K
105-95-8230,47.0,Prof-school,,Not-in-family,Male,<=50K
749-47-7886,68.0,Preschool,Married-civ-spouse,Husband,,<=50K
128-07-1252,,,Never-married,Other-relative,,<=50K
674-63-1448,,,Married-civ-spouse,Husband,Female,<=50K
908-13-8819,32.0,Bachelors,Divorced,,Male,<=50K
104-48-4029,48.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
387-28-5011,40.0,Assoc-acdm,Never-married,,,>50K
980-00-6141,52.0,,Married-civ-spouse,,,
912-56-1424,44.0,Some-college,,Husband,,<=50K
128-16-3390,19.0,,Never-married,Own-child,Female,
641-46-1915,54.0,,Married-civ-spouse,Husband,,>50K
766-15-4790,33.0,Assoc-voc,Never-married,Not-in-family,,
288-51-3513,28.0,,,Wife,,>50K
011-91-6461,,,Married-civ-spouse,Husband,Male,<=50K
583-56-8795,29.0,HS-grad,Never-married,,Female,
368-73-4643,32.0,,Married-civ-spouse,Husband,Male,
628-68-5503,40.0,HS-grad,,Not-in-family,Male,
524-17-0761,74.0,HS-grad,Widowed,Not-in-family,Female,
650-58-3537,46.0,,Married-civ-spouse,Husband,Male,
468-58-1080,,,Divorced,,,
395-85-3807,21.0,Bachelors,Never-married,,Female,<=50K
934-76-6583,24.0,,Married-civ-spouse,Husband,,
486-08-7223,36.0,,Married-civ-spouse,,Male,<=50K
965-38-6976,34.0,HS-grad,,,Male,<=50K
184-27-5184,39.0,,,Husband,Male,
834-82-8008,33.0,HS-grad,Married-civ-spouse,,,
990-75-5527,49.0,HS-grad,Married-civ-spouse,Husband,,<=50K
232-34-0294,39.0,Some-college,Married-civ-spouse,Husband,Male,
983-53-8082,23.0,,Married-civ-spouse,Husband,Male,>50K
561-08-7223,,HS-grad,,,,<=50K
623-83-2923,51.0,Doctorate,Never-married,Not-in-family,Male,
521-09-9508,64.0,9th,,Husband,Male,
144-74-8157,35.0,,Married-civ-spouse,Husband,Male,
676-90-4176,26.0,,Never-married,,Female,<=50K
877-57-9851,34.0,Some-college,,Not-in-family,,
728-65-4790,44.0,Masters,Married-civ-spouse,Husband,Male,
883-16-9532,31.0,Bachelors,Never-married,Not-in-family,Male,<=50K
884-58-2308,44.0,10th,Married-civ-spouse,Wife,Male,<=50K
232-40-1719,34.0,Some-college,Married-civ-spouse,Husband,,>50K
487-99-1400,35.0,Bachelors,,Unmarried,,<=50K
110-71-8673,41.0,,Married-civ-spouse,Husband,,>50K
022-20-5159,55.0,HS-grad,Married-civ-spouse,Wife,Male,<=50K
356-78-7468,,,Married-civ-spouse,Husband,Male,<=50K
279-51-4741,43.0,HS-grad,Married-civ-spouse,Husband,,>50K
039-68-0589,35.0,Bachelors,Separated,Unmarried,Female,<=50K
562-34-6436,66.0,HS-grad,,Husband,Male,>50K
255-89-6805,49.0,,,Husband,Male,<=50K
276-38-2063,45.0,Masters,,Husband,Female,<=50K
525-61-4250,,HS-grad,Married-spouse-absent,Unmarried,Female,<=50K
231-05-0368,36.0,HS-grad,Never-married,Not-in-family,Male,
821-03-8082,23.0,HS-grad,Married-civ-spouse,Husband,Female,<=50K
575-58-3537,50.0,HS-grad,Divorced,,Female,
576-81-2038,43.0,Bachelors,Married-civ-spouse,Husband,,
106-75-6756,24.0,,Never-married,,Male,
577-70-2702,30.0,Some-college,Married-civ-spouse,Husband,Male,>50K
783-23-0957,29.0,,,Not-in-family,,
302-94-8402,34.0,HS-grad,,Husband,Male,
580-12-8992,30.0,Some-college,Married-civ-spouse,Husband,,>50K
319-47-1744,34.0,,Married-civ-spouse,Husband,Male,
317-19-9016,,Assoc-acdm,,Not-in-family,,<=50K
742-04-5453,68.0,,Married-civ-spouse,,Male,
742-56-7566,61.0,Doctorate,Married-civ-spouse,,,<=50K
150-82-9238,17.0,,Married-civ-spouse,Own-child,,
310-04-2997,67.0,,,Husband,Female,<=50K
331-14-2505,44.0,Bachelors,Divorced,Unmarried,,
452-39-5576,40.0,Some-college,Divorced,,Female,>50K
592-22-9729,22.0,,Never-married,,Female,<=50K
642-01-4741,60.0,HS-grad,Married-civ-spouse,Husband,,<=50K
003-53-1941,19.0,Some-college,Never-married,,,
594-50-2456,30.0,,Married-civ-spouse,Husband,Male,
711-85-5036,35.0,Some-college,,Husband,Female,<=50K
280-37-4692,66.0,Bachelors,Widowed,Not-in-family,,<=50K
323-58-7223,28.0,Some-college,Divorced,Not-in-family,,<=50K
979-51-4741,61.0,,,Husband,Male,>50K
891-12-4077,42.0,Assoc-acdm,,,,
283-23-0957,33.0,,,Not-in-family,Female,
174-57-0024,61.0,HS-grad,Separated,Unmarried,Male,
392-01-4741,42.0,HS-grad,Married-civ-spouse,,Male,>50K
498-61-7935,35.0,,Never-married,Own-child,Male,<=50K
427-21-1301,32.0,HS-grad,Married-civ-spouse,Husband,,
067-32-1867,52.0,,,Husband,Male,
264-77-2727,31.0,Some-college,Never-married,Not-in-family,,
853-22-4814,18.0,,Never-married,Own-child,,
055-00-6142,20.0,,Never-married,Own-child,Male,<=50K
131-08-1080,67.0,HS-grad,Married-civ-spouse,Husband,Male,
798-06-5109,30.0,Prof-school,Married-civ-spouse,Husband,Male,>50K
093-21-2530,,Some-college,,Not-in-family,Male,<=50K
022-54-2997,29.0,HS-grad,Married-civ-spouse,Husband,Male,
381-51-1056,43.0,,Divorced,,Male,
847-14-3733,46.0,Some-college,Married-civ-spouse,,,<=50K
830-03-6854,29.0,Prof-school,,Not-in-family,,
634-70-5159,49.0,HS-grad,Never-married,Unmarried,,<=50K
022-69-6560,45.0,Bachelors,,Not-in-family,Male,<=50K
392-84-3979,23.0,Some-college,Married-AF-spouse,,Female,
846-83-6608,28.0,Assoc-acdm,,Husband,Female,<=50K
433-63-0220,21.0,,Married-civ-spouse,,,
204-26-9041,73.0,HS-grad,Married-spouse-absent,Unmarried,Male,
930-19-0416,67.0,,Married-civ-spouse,Husband,Male,>50K
193-33-5380,48.0,10th,Married-civ-spouse,Husband,Male,
186-30-2211,65.0,Doctorate,Married-civ-spouse,Husband,Male,
930-89-6804,22.0,,Separated,Own-child,Female,<=50K
915-50-9827,30.0,Some-college,Divorced,Not-in-family,,
975-76-7812,,,Married-civ-spouse,Husband,Male,
359-58-2309,52.0,,Divorced,Unmarried,Female,
386-05-6510,45.0,Masters,,Husband,Female,<=50K
970-88-4519,44.0,Assoc-acdm,Never-married,Own-child,Male,
221-92-8746,48.0,Doctorate,Married-civ-spouse,,,<=50K
540-60-1965,53.0,10th,Widowed,Unmarried,,<=50K
267-93-6117,45.0,Masters,,Husband,Male,<=50K
890-72-4814,31.0,,,,,<=50K
495-70-0245,23.0,Some-college,,,,<=50K
789-83-4151,25.0,HS-grad,Divorced,Unmarried,,
067-53-6854,19.0,,Never-married,Own-child,Female,>50K
675-73-7100,41.0,HS-grad,Married-civ-spouse,Husband,Male,
313-97-4201,24.0,HS-grad,Never-married,Own-child,Female,
226-68-9188,49.0,Some-college,Married-civ-spouse,Husband,Female,<=50K
536-76-2898,64.0,Some-college,Married-civ-spouse,Husband,,<=50K
428-90-0490,20.0,,Married-civ-spouse,,Female,
097-69-6560,25.0,Some-college,Never-married,Own-child,,<=50K
793-82-6780,54.0,Some-college,,Unmarried,,
400-33-7837,,,Divorced,Unmarried,Female,
959-79-7296,58.0,Doctorate,Married-civ-spouse,Wife,Male,<=50K
394-50-2456,57.0,Some-college,,Not-in-family,,
742-41-4004,,Some-college,Never-married,Own-child,,
452-11-9164,31.0,HS-grad,,Wife,,
926-81-2038,29.0,,Never-married,Unmarried,Male,
176-87-3464,79.0,1st-4th,Widowed,Unmarried,,<=50K
374-57-0024,41.0,,Never-married,Not-in-family,Male,<=50K
415-72-4815,64.0,,Married-civ-spouse,,,<=50K
453-71-6215,20.0,9th,,Own-child,,
455-31-3267,23.0,,Never-married,Own-child,Male,<=50K
209-18-3046,43.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
626-32-0638,,Some-college,,Unmarried,Female,<=50K
041-73-8329,43.0,Some-college,,Husband,Female,<=50K
234-02-9483,56.0,Bachelors,Married-civ-spouse,,Male,
316-15-4790,42.0,HS-grad,Married-civ-spouse,Husband,Male,
808-26-1669,43.0,,Divorced,Unmarried,,
512-80-7124,27.0,HS-grad,Never-married,Not-in-family,Male,<=50K
414-31-2038,28.0,12th,,Not-in-family,,>50K
770-23-9556,34.0,HS-grad,Married-civ-spouse,Husband,,<=50K
150-98-2800,,Assoc-voc,Never-married,Not-in-family,Male,<=50K
002-82-5552,59.0,10th,Divorced,,,
317-65-9704,35.0,Bachelors,Divorced,Not-in-family,,
017-78-2555,19.0,Some-college,Never-married,Own-child,,<=50K
797-75-7984,44.0,HS-grad,,Not-in-family,Male,
660-50-3684,42.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
773-58-7222,44.0,Bachelors,,Husband,Male,>50K
803-04-0539,50.0,,Married-civ-spouse,Husband,,>50K
666-55-4053,,Some-college,Married-civ-spouse,Husband,Male,
622-08-2308,34.0,,,Husband,,<=50K
241-70-7616,,Some-college,Never-married,,Male,<=50K
931-44-9630,,,Never-married,Own-child,,<=50K
489-34-2751,39.0,Bachelors,Divorced,Own-child,Male,
718-33-5380,75.0,HS-grad,Married-civ-spouse,Husband,,>50K
256-29-6068,45.0,,Divorced,Unmarried,Female,
780-89-6805,23.0,,,,Male,
704-72-9729,49.0,,Married-civ-spouse,Husband,,<=50K
876-07-4937,35.0,HS-grad,,,Male,<=50K
390-26-4127,48.0,HS-grad,Married-civ-spouse,Husband,Male,
730-28-2554,33.0,,,Husband,,>50K
990-84-7664,28.0,,Married-civ-spouse,Husband,,
241-43-1203,24.0,Bachelors,Married-civ-spouse,Husband,,>50K
525-95-2087,41.0,,Divorced,Unmarried,,<=50K
188-78-9926,42.0,Bachelors,Married-civ-spouse,,,
316-46-1916,42.0,Some-college,Married-spouse-absent,,,
902-79-4839,24.0,,,Own-child,,<=50K
539-83-4151,52.0,,Married-civ-spouse,Husband,Male,>50K
388-11-4250,49.0,Some-college,,,Male,<=50K
388-54-4225,,,Never-married,Own-child,Female,<=50K
469-10-3193,57.0,Assoc-acdm,Divorced,Unmarried,Female,<=50K
947-14-3733,34.0,Assoc-acdm,Married-civ-spouse,,,<=50K
309-49-0171,19.0,11th,Never-married,,Female,<=50K
655-40-5404,49.0,,Married-civ-spouse,Husband,Male,<=50K
251-62-7763,31.0,,Never-married,,,<=50K
756-32-6780,21.0,,Never-married,,,>50K
707-52-4569,,,Divorced,Unmarried,Male,
466-76-9041,50.0,,Widowed,Not-in-family,Female,<=50K
450-30-7124,18.0,Some-college,Never-married,Own-child,,<=50K
478-47-0515,45.0,,Divorced,Unmarried,Female,
137-46-9287,51.0,HS-grad,Married-spouse-absent,Unmarried,Female,<=50K
094-34-8894,23.0,,Married-civ-spouse,,Male,<=50K
802-21-1301,49.0,HS-grad,,Husband,Male,<=50K
121-37-5921,34.0,12th,Married-civ-spouse,Husband,,>50K
373-64-8648,,Some-college,,Unmarried,Male,
957-00-2456,25.0,HS-grad,Never-married,Own-child,,<=50K
087-07-0024,57.0,Some-college,Married-civ-spouse,,,
053-53-1940,23.0,Bachelors,,Own-child,,
001-22-8501,41.0,HS-grad,Never-married,Not-in-family,,<=50K
762-65-3561,,HS-grad,Married-civ-spouse,,Male,<=50K
624-87-7149,38.0,Some-college,Never-married,Unmarried,Male,<=50K
034-45-9459,74.0,,Widowed,Not-in-family,,<=50K
552-27-2726,32.0,Assoc-acdm,,Husband,,<=50K
657-34-0294,27.0,Some-college,,Other-relative,,
726-56-6338,48.0,,Married-civ-spouse,,Male,<=50K
443-21-2530,53.0,,,Not-in-family,Male,
843-36-6092,31.0,Assoc-voc,Divorced,,,>50K
138-88-2063,35.0,HS-grad,Married-civ-spouse,,,<=50K
762-74-5699,39.0,HS-grad,Never-married,,,<=50K
489-21-9901,57.0,,Married-civ-spouse,Husband,,
341-89-1891,,Some-college,Never-married,Not-in-family,,<=50K
878-62-4077,,HS-grad,Married-civ-spouse,Wife,Male,<=50K
005-22-1130,37.0,,Married-civ-spouse,,Male,<=50K
515-69-4102,26.0,,Married-civ-spouse,Husband,Male,>50K
234-55-1596,30.0,,Divorced,Not-in-family,Male,<=50K
690-84-7665,18.0,HS-grad,Never-married,Other-relative,,
865-41-7689,37.0,HS-grad,,,Male,<=50K
381-57-2481,20.0,,Never-married,Not-in-family,Female,
712-40-7861,45.0,Some-college,Married-civ-spouse,Husband,Male,
256-23-4643,58.0,Some-college,,Husband,Female,<=50K
894-19-5330,28.0,7th-8th,Married-civ-spouse,Husband,,
013-94-3488,44.0,,Never-married,Not-in-family,,
359-85-8721,,HS-grad,Never-married,Own-child,,<=50K
744-56-3881,33.0,,,Own-child,,<=50K
581-08-1080,43.0,HS-grad,,Not-in-family,Female,<=50K
304-02-3341,32.0,Prof-school,Married-civ-spouse,Wife,Male,<=50K
583-59-9508,,Some-college,Divorced,Unmarried,,
236-82-4324,58.0,HS-grad,,Husband,Male,>50K
887-59-2136,,HS-grad,,Unmarried,,
236-14-8648,26.0,HS-grad,Never-married,,Female,>50K
192-01-4741,48.0,Doctorate,Never-married,Not-in-family,,<=50K
308-35-3808,39.0,Bachelors,Divorced,Not-in-family,,
922-17-4446,35.0,10th,Married-civ-spouse,Husband,,<=50K
392-53-6854,48.0,,Married-civ-spouse,Husband,Male,<=50K
885-28-8696,21.0,HS-grad,Never-married,,Male,
206-84-8894,43.0,,Married-civ-spouse,Husband,Male,<=50K
500-09-2137,46.0,Bachelors,Divorced,,,<=50K
377-45-7002,54.0,,Married-civ-spouse,Husband,,>50K
694-31-8181,49.0,,Never-married,Not-in-family,Female,<=50K
693-05-8967,,Assoc-acdm,Never-married,Own-child,Female,
897-69-6559,47.0,HS-grad,Married-civ-spouse,Husband,Female,<=50K
537-00-8598,45.0,,,Unmarried,,
590-26-4127,64.0,5th-6th,Married-civ-spouse,Husband,Male,>50K
278-56-2653,64.0,Doctorate,Married-civ-spouse,Husband,Male,>50K
265-87-8378,22.0,Some-college,Never-married,,Female,
707-89-3119,22.0,Some-college,Never-married,Own-child,Female,<=50K
753-10-1964,36.0,,Married-civ-spouse,Husband,Male,
529-76-0441,41.0,Doctorate,Married-civ-spouse,Husband,Male,>50K
710-74-9385,,HS-grad,Never-married,Not-in-family,Male,
595-82-3095,35.0,Some-college,Married-civ-spouse,Husband,,<=50K
027-85-6265,39.0,HS-grad,Married-civ-spouse,Husband,,<=50K
136-11-7935,19.0,,Never-married,Not-in-family,,<=50K
937-83-7836,35.0,,,,,<=50K
629-85-2579,47.0,HS-grad,Widowed,Not-in-family,,>50K
360-65-7247,43.0,Masters,Married-civ-spouse,,,
630-80-4667,,Some-college,Never-married,Not-in-family,Female,<=50K
130-25-1842,42.0,Prof-school,Separated,Not-in-family,,
921-34-5207,44.0,HS-grad,Married-civ-spouse,Husband,Male,
074-60-0737,,1st-4th,Married-civ-spouse,Husband,Male,<=50K
139-18-9189,60.0,Some-college,Married-civ-spouse,Husband,Male,
181-75-6756,36.0,,Separated,Own-child,Female,
780-92-7517,39.0,,,,Female,<=50K
907-15-6018,35.0,HS-grad,Married-civ-spouse,Husband,Male,
999-66-2161,47.0,HS-grad,,,Male,
161-76-2899,30.0,Masters,Never-married,Not-in-family,Male,<=50K
486-57-8623,17.0,Some-college,,Own-child,,<=50K
419-13-3906,30.0,,Married-civ-spouse,,Male,
358-81-4495,49.0,Bachelors,Separated,,,<=50K
024-38-5749,,11th,Married-civ-spouse,Husband,Male,
211-64-0048,47.0,,Divorced,Not-in-family,,>50K
515-54-0540,24.0,HS-grad,Never-married,Own-child,Female,
745-08-5994,45.0,,Married-civ-spouse,,,<=50K
411-36-3635,37.0,Some-college,Married-civ-spouse,Husband,,
021-86-7321,,Some-college,,,,<=50K
344-13-3906,,Prof-school,Married-civ-spouse,Husband,,
042-87-4692,40.0,,Divorced,Not-in-family,Female,<=50K
016-64-6191,60.0,HS-grad,Married-civ-spouse,,Male,
662-43-8574,22.0,Bachelors,Married-civ-spouse,,Male,
484-24-4471,28.0,HS-grad,,,,<=50K
255-43-6117,39.0,,,,Male,
145-30-0982,40.0,7th-8th,Married-civ-spouse,,Male,<=50K
826-59-7050,62.0,Assoc-acdm,,,,
416-40-0490,54.0,,Married-civ-spouse,,Male,>50K
531-26-5355,32.0,HS-grad,Married-civ-spouse,,Male,<=50K
396-68-3046,43.0,9th,Divorced,,Female,<=50K
275-49-1400,42.0,Masters,Divorced,,Female,<=50K
408-13-8820,20.0,,Never-married,Own-child,Male,<=50K
429-39-1891,33.0,,,Husband,,
486-02-5798,25.0,HS-grad,Never-married,,,
341-03-1940,,,,,Male,
012-49-9999,28.0,,,Not-in-family,Male,
532-73-9557,28.0,,Never-married,Not-in-family,,
902-91-7689,34.0,,,Husband,,
219-01-1056,53.0,10th,,Not-in-family,Male,<=50K
216-58-4766,25.0,Some-college,Married-civ-spouse,Husband,Female,<=50K
639-31-2038,61.0,HS-grad,,,Male,<=50K
081-38-8206,27.0,,Never-married,Not-in-family,Male,<=50K
898-58-7222,25.0,Some-college,Married-civ-spouse,,Male,
303-80-8353,35.0,Bachelors,Divorced,Not-in-family,,
241-61-5478,64.0,HS-grad,Married-civ-spouse,Husband,,>50K
402-51-8427,62.0,Bachelors,,Husband,Male,
583-96-8058,,,Married-civ-spouse,Husband,,
415-50-9827,17.0,HS-grad,,Own-child,,
013-66-7076,20.0,,Never-married,,Female,
950-79-8524,30.0,,Never-married,Own-child,Female,
006-38-8206,26.0,Some-college,Never-married,Own-child,Female,
751-81-2038,20.0,,Never-married,Own-child,Male,<=50K
218-45-8230,52.0,,,Unmarried,,<=50K
287-56-1424,54.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
175-61-4250,62.0,,Married-civ-spouse,Husband,Male,<=50K
879-54-5453,27.0,Some-college,Never-married,Unmarried,,
610-56-5109,30.0,,Married-civ-spouse,Husband,,
442-90-5404,21.0,,,Own-child,,
623-71-0073,48.0,,Married-civ-spouse,Husband,,<=50K
257-61-6707,65.0,HS-grad,Married-civ-spouse,Husband,,<=50K
985-10-4421,57.0,Bachelors,Divorced,Unmarried,Female,<=50K
452-18-0589,22.0,,Never-married,Own-child,Male,
335-96-4373,38.0,Assoc-voc,,Husband,,<=50K
104-14-6191,46.0,Assoc-voc,Married-civ-spouse,Husband,Male,>50K
481-41-8918,53.0,HS-grad,,Husband,Female,<=50K
628-40-9090,55.0,Some-college,Separated,Other-relative,,<=50K
629-97-5429,55.0,Some-college,Divorced,Not-in-family,Male,<=50K
807-24-8156,,HS-grad,Never-married,Own-child,Male,
438-78-9925,34.0,Some-college,Never-married,,Female,<=50K
677-88-6977,48.0,HS-grad,Married-civ-spouse,Husband,,>50K
